"","club.x","playDirection","y.x","a.x","dis.x","dir.x","weight.x","position.x","tackle","club.y","x.y","s.y","a.y","dis.y","o.y","weight.y","position.y","quarter","down","yardsToGo","yardlineNumber","gameClock","passResult","offenseFormation","defendersInTheBox","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","age.y"
"6796","CLE","right",27.43,2.17,0.04,120.13,233,"MLB",1,"BAL",42.49,0.96,1.6,0.1,252.84,315,"T",4,3,1,34,485,"mi","PISTOL",8,0.748858858,0.251141142,0.020578515,-0.020578515,1.574979896,0.184951779,28.6978021978022
"1910","HOU","left",33.84,2.59,0.06,46.93,230,"ILB",1,"DEN",13.93,0.7,2.05,0.07,35.55,315,"C",2,2,5,5,63,"mi","SINGLEBACK",6,0.816159911,0.183840089,0.002936367,-0.002936367,5.29222123,0.52379807,24.9065934065934
"811","WAS","left",34.55,1.04,0.33,234.2,265,"DE",1,"JAX",84.13,2.57,4.59,0.26,260.44,220,"RB",1,1,10,25,456,"mi","SINGLEBACK",6,0.640148666,0.359851334,0.013373625,-0.013373625,1.372067008,-0.533234107,24.1730769230769
"5103","SEA","right",7.82,5.39,0.46,196.71,245,"ILB",1,"NO",66.43,3.72,4.78,0.38,249.9,210,"WR",4,2,7,47,556,"C","SINGLEBACK",8,0.908032252,0.091967748,-0.002244368,0.002244368,2.437705608,-0.358914164,27.8818681318681
"4034","TEN","right",27.7,2.34,0.76,96.11,203,"FS",0,"IND",66.36,3.93,4.15,0.41,359.69,267,"TE",4,1,10,22,776,"C","SHOTGUN",6,0.249831036,0.750168964,0.067180425,-0.067180425,1.011618511,2.008026683,29.1346153846154
"5930","NYJ","right",17.83,3.49,0.27,114.44,190,"CB",1,"GB",73.54,1.8,4.2,0.2,105.84,237,"TE",4,3,22,45,599,"C","SHOTGUN",5,0.056585424,0.943414576,-0.011817681,0.011817681,0.870241143,-0.323854749,28.5604395604396
"8422","PHI","left",25.65,0.87,0.03,326.82,184,"CB",0,"PIT",17.2,0.58,0.62,0.06,168.75,320,"T",1,1,7,7,200,"mi","SHOTGUN",7,0.839350304,0.160649696,0.005231695,-0.005231695,5.663072787,-0.471379463,25.3131868131868
"8287","NO","right",2.43,3.82,0.55,225.01,193,"CB",1,"LV",50.38,5.45,1.39,0.54,1.03,221,"WR",1,1,10,37,51,"C","SINGLEBACK",6,0.629125226,0.370874774,-0.000138808,0.000138808,1.9220423,0.052481296,29.2197802197802
"1649","PIT","left",33.85,1.25,0.34,154.21,229,"ILB",1,"NE",55.83,2.77,0.81,0.28,350.34,200,"WR",2,2,10,49,51,"C","SHOTGUN",6,0.399864167,0.600135833,0.000139907,-0.000139907,1.771514829,-0.012208109,25.9450549450549
"9545","TEN","left",22.33,2.84,0.54,18.95,202,"SS",1,"KC",44.26,4.5,5.54,0.45,73.46,215,"WR",1,2,8,46,727,"C","SHOTGUN",6,0.866033172,0.133966828,0.019867686,-0.019867686,2.552528299,1.467514102,26.043956043956
"1542","NO","right",15.76,1.3,0.05,91.06,300,"DT",0,"TB",19.41,0.6,0.15,0.05,146.47,310,"G",3,1,10,10,71,"mi","SINGLEBACK",7,0.455877025,0.544122975,0.005971529,-0.005971529,0.183929119,-0.001293546,29.1565934065934
"7676","NE","left",30.91,2.34,0.16,108.12,170,"CB",1,"CHI",62.12,2.42,1.04,0.29,122.48,313,"G",1,2,4,50,343,"mi","SINGLEBACK",7,0.630634489,0.369365511,0.013578421,-0.013578421,2.802312703,-1.253604556,29.3351648351648
"942","LAC","left",47.25,3.95,0.61,322.41,234,"ILB",1,"LV",77.03,5.35,4,0.55,303.8,255,"TE",4,1,10,23,881,"C","EMPTY",6,0.896367073,0.103632927,-0.005053932,0.005053932,1.265568043,0.671400135,30.0961538461538
"426","DET","right",33.2,2.74,0.77,143.68,240,"ILB",1,"PHI",52.96,7.91,2.21,0.8,110.81,218,"QB",1,2,2,33,575,"R","SHOTGUN",7,0.530146249,0.469853751,-0.031022925,0.031022925,1.755098152,0.933244757,24.1785714285714
"1448","JAX","left",42.62,2.05,0.39,333,235,"ILB",0,"IND",63.61,1.57,1.77,0.16,5.47,315,"T",1,2,8,46,828,"C","EMPTY",4,0.393755436,0.606244564,0.003084134,-0.003084134,2.23107064,-0.420895154,26.5741758241758
"2818","CIN","left",27.93,3.5,0.31,237.99,215,"OLB",1,"NYJ",70.53,2.98,3.58,0.32,318.59,220,"RB",2,3,3,22,830,"C","SHOTGUN",6,0.118943373,0.881056627,0.017726533,-0.017726533,0.252842858,2.178337371,NA
"8548","LA","right",31.64,2.13,0.05,331.22,252,"OLB",1,"SF",51.35,2.02,1.7,0.2,214.83,205,"RB",2,3,7,32,860,"C","SHOTGUN",4,0.728834836,0.271165164,-0.03071689,0.03071689,0.547860433,1.876362585,26.4862637362637
"9024","CIN","right",19.65,3.72,0.32,127.8,270,"DE",1,"CAR",41,2.5,3.15,0.25,196.78,220,"RB",1,3,5,30,506,"C","SHOTGUN",6,0.868912151,0.131087849,0.00867248,-0.00867248,0.317937024,-1.359985389,NA
"6567","PHI","left",24.48,3.79,0.35,151.09,191,"SS",1,"DAL",88.22,2.04,4.15,0.22,129.26,245,"TE",4,2,10,12,155,"C","EMPTY",4,0.981799588,0.018200412,-0.003411837,0.003411837,0.267177289,0.969090466,NA
"2287","MIN","right",48.17,1.63,0.04,40.34,214,"SS",1,"PHI",30.42,0.17,2.52,0.03,6.07,165,"WR",1,1,10,18,897,"C","EMPTY",5,0.554334536,0.445665464,0.00051913,-0.00051913,0.696463776,-0.06599228,NA
"2415","CAR","left",7.65,1.8,0.12,235.11,191,"CB",1,"NO",44.12,1.51,1.47,0.15,145.8,210,"WR",4,2,1,45,822,"C","SHOTGUN",6,0.855688099,0.144311901,-0.007095046,0.007095046,3.635388812,0.33307772,26.8076923076923
"6827","BAL","left",16.88,1.31,0.32,162.71,227,"ILB",1,"CLE",108.86,2.08,1.69,0.22,175.26,216,"RB",2,2,15,7,804,"mi","SHOTGUN",6,0.381221294,0.618778706,0.014776353,-0.014776353,-1.235465675,-0.928316888,27.3076923076923
"409","PHI","left",26.46,3.33,0.08,110.24,191,"SS",1,"DET",11.53,2.25,1.55,0.22,346.01,196,"WR",1,1,5,5,661,"mi","SINGLEBACK",7,0.472143093,0.527856907,-0.00801963,0.00801963,5.945633412,0.389739177,27.6620879120879
"580","NE","left",42.96,0.69,0.34,247.83,180,"CB",0,"MIA",45.62,2.46,1.98,0.26,77.43,197,"RB",3,1,10,48,159,"C","SHOTGUN",6,0.896208838,0.103791162,0.0125753,-0.0125753,2.769505068,0.995695826,30.5274725274725
"4456","TB","left",38.36,2.61,0.26,16.88,307,"NT",1,"KC",70.93,1.8,0.54,0.18,95.74,309,"G",4,2,5,41,113,"mi","I_FORM",7,0.002455478,0.997544522,-0.000512789,0.000512789,1.350480253,-1.267603409,28.217032967033
"8828","HOU","left",33.36,4.23,0.33,217.81,235,"OLB",1,"PHI",32.44,2.94,5.25,0.32,286.29,260,"TE",1,2,10,35,332,"C","SHOTGUN",6,0.227314821,0.772685179,-0.027841048,0.027841048,3.543768598,1.165783353,NA
"4043","IND","left",46.41,2.79,0.19,229.84,234,"ILB",1,"TEN",75.44,1.34,2.88,0.12,163.27,247,"RB",4,1,10,27,512,"C","I_FORM",8,0.14327132,0.85672868,-0.013946008,0.013946008,1.327571273,0.423805551,28.8406593406593
"8825","HOU","left",49.54,4.33,0.68,328.88,235,"OLB",1,"PHI",47.35,7.03,3.61,0.7,292.53,191,"RB",1,1,10,45,409,"C","SHOTGUN",5,0.221715009,0.778284991,-0.010098675,0.010098675,3.283649199,0.437405744,NA
"8900","LAC","left",19.18,1.18,0.09,169.02,215,"FS",1,"ATL",44.51,1.18,0.92,0.11,284.86,210,"WR",1,1,10,47,392,"C","SHOTGUN",7,0.741133526,0.258866474,0.029614793,-0.029614793,3.15998137,0.817914173,NA
"3661","ATL","left",34.34,0.77,0.11,325.6,219,"ILB",0,"CLE",57.99,1.51,1.51,0.13,192.71,216,"RB",4,2,7,41,323,"C","SINGLEBACK",7,0.44638782,0.55361218,-0.093333893,0.093333893,1.516159195,1.256233291,27.25
"9069","DET","left",49.74,2.78,0.74,332.24,191,"CB",1,"GB",49.76,6.18,5.31,0.65,253.08,208,"RB",3,1,10,41,408,"mi","SHOTGUN",8,0.613318957,0.386681043,0.014604054,-0.014604054,3.590204486,-0.561925274,28.0247252747253
"1686","PIT","left",32.35,0.58,0.01,54.81,190,"CB",0,"NE",54.38,0.57,1.43,0.06,4.83,225,"WR",4,2,4,49,187,"mi","SHOTGUN",6,0.148472752,0.851527248,-0.041891053,0.041891053,2.054133468,0.63727786,24.5
"4350","DEN","right",12.81,2.83,0.14,0.21,236,"ILB",1,"LV",77.87,5.09,2.12,0.53,107.17,314,"G",2,1,10,41,17,"R","SHOTGUN",4,0.611914899,0.388085101,0.016201951,-0.016201951,1.793264419,0.609466755,27.1593406593407
"6308","CAR","right",25.53,0.12,0.03,262.54,310,"DT",0,"LA",60.38,0.53,1.82,0.05,251.29,220,"WR",2,3,13,37,545,"C","SHOTGUN",6,0.657151844,0.342848156,0.070210643,-0.070210643,0.041716245,3.294800899,29.2445054945055
"9232","IND","left",30.95,1.6,0.08,131.75,265,"DE",1,"NE",59.81,1.62,1.33,0.18,5.29,185,"RB",4,2,7,49,120,"mi","SINGLEBACK",8,0.998759456,0.001240544,-2.04e-06,2.04e-06,2.105693222,-0.438707192,24.9230769230769
"4576","DEN","left",36.23,2.42,0.38,318.38,183,"CB",1,"IND",63.98,4.06,2.21,0.42,191.52,220,"RB",4,1,10,39,847,"mi","SINGLEBACK",7,0.622027989,0.377972011,-0.042346332,0.042346332,1.971445423,0.850378332,NA
"7585","PIT","left",48.69,4.26,0.62,357.72,207,"FS",1,"MIA",76.39,5.18,0.84,0.51,305.2,252,"TE",4,3,8,30,761,"C","EMPTY",3,0.832261551,0.167738449,-0.027985323,0.027985323,-0.135722258,-0.999976539,27.1483516483516
"6102","CIN","right",21.54,1.33,0.21,42.12,265,"DE",1,"NO",47.77,3.12,0.91,0.31,209.5,215,"RB",2,1,10,38,233,"mi","SINGLEBACK",6,0.583943326,0.416056674,-0.006908938,0.006908938,1.76910128,-0.423875144,27.3214285714286
"4918","CHI","right",26.52,3.25,0.05,160.49,202,"SS",0,"MIN",103.48,0.82,0.42,0.08,193.11,200,"WR",2,2,8,8,486,"mi","SINGLEBACK",6,0.929176529,0.070823471,0.007144479,-0.007144479,4.773740617,0.968502694,25.4175824175824
"8079","HOU","right",11.08,2.67,0.09,224.19,235,"OLB",0,"TEN",67.84,5.59,2.74,0.57,205.28,193,"WR",3,2,5,38,634,"mi","SINGLEBACK",6,0.283008717,0.716991283,0.024449516,-0.024449516,3.369157882,-1.15647565,30.6593406593407
"1486","JAX","left",13.27,0.77,0.07,150.94,235,"ILB",1,"IND",24.52,0.19,0.55,0.02,9,198,"RB",4,3,22,22,682,"C","EMPTY",7,0.993447896,0.006552104,0.000560538,-0.000560538,2.988672847,-0.22982147,25.9368131868132
"7922","CAR","right",51.92,5.44,0.46,38.19,230,"ILB",1,"ATL",55.43,3.39,2.89,0.35,187.08,195,"RB",2,3,3,38,900,"C","EMPTY",7,0.542064246,0.457935754,0.040687874,-0.040687874,0.914027771,1.605759838,NA
"6629","LAC","right",37.1,2.3,0.43,29.52,234,"ILB",1,"DEN",35.11,3.34,4.11,0.36,83.98,215,"RB",1,1,10,21,751,"mi","SHOTGUN",7,0.6128769,0.3871231,0.041521758,-0.041521758,0.983401324,-1.408680232,29.6126373626374
"1244","BAL","right",31.55,0.62,0.12,107.34,340,"NT",1,"MIA",50.88,3.66,4.05,0.34,143.76,197,"RB",2,1,10,36,196,"mi","I_FORM",7,0.859935662,0.140064338,0.002052654,-0.002052654,1.650517557,-0.015253262,30.5467032967033
"8455","WAS","right",41.31,4.5,0.26,11.48,203,"SS",1,"IND",109.96,3.01,4.31,0.32,174.01,220,"WR",4,2,3,3,828,"C","SHOTGUN",8,0.677661169,0.322338831,0.014246833,-0.014246833,5.656396376,0.065529214,25.1538461538462
"4003","TEN","left",34.53,3.23,0.06,190.43,202,"SS",1,"IND",59.04,3.77,2.81,0.39,98.13,205,"WR",2,3,2,33,377,"C","SHOTGUN",6,0.090779617,0.909220383,0.023513339,-0.023513339,1.265484,1.717376003,25.2994505494506
"815","JAX","right",38.59,3.42,0.19,150.52,203,"SS",1,"WAS",49.45,3.14,4.56,0.34,298.58,195,"WR",1,2,10,29,253,"C","SHOTGUN",6,0.699452488,0.300547512,0.014595382,-0.014595382,0.923237891,1.354377485,26.1730769230769
"5546","BAL","right",39.02,3.69,0.07,71.76,195,"FS",1,"CIN",37.76,2.86,2.06,0.3,105.21,305,"C",2,3,10,16,107,"C","SHOTGUN",4,0.672668695,0.327331305,-0.042460807,0.042460807,-0.194692929,1.378041464,29.6703296703297
"9584","TEN","left",41.95,3.53,0.54,264.63,224,"ILB",1,"KC",67.29,5.67,1.97,0.57,289.32,260,"TE",5,2,11,24,548,"C","SHOTGUN",6,0.606381357,0.393618643,0.090352875,-0.090352875,0.32856338,1.825397738,33.2005494505494
"8227","NO","left",14.34,4.88,0.23,40.01,195,"CB",0,"LV",85.78,1.68,2.41,0.17,327.43,220,"RB",2,1,10,25,435,"C","SHOTGUN",6,0.844843253,0.155156747,0.014209412,-0.014209412,1.557693652,-0.643740005,24.7994505494506
"1581","NYG","right",1.16,1.51,0.29,169.55,240,"ILB",1,"CAR",74.96,1.55,2.37,0.17,271.58,242,"TE",2,1,10,48,319,"C","SINGLEBACK",7,0.480005484,0.519994516,-0.030818604,0.030818604,2.520041331,0.886443548,25.8928571428571
"8279","LV","left",29.54,2.12,0.1,245.7,255,"DE",1,"NO",90.5,1.5,3.75,0.15,144.26,215,"RB",1,2,5,21,461,"mi","SINGLEBACK",7,0.441355094,0.558644906,-0.0235162,0.0235162,0.59461825,-1.075395792,27.3598901098901
"1920","HOU","left",17.36,0.45,0.14,278.63,282,"DT",0,"DEN",84.16,0.98,0.33,0.11,290.1,315,"C",3,1,10,25,513,"mi","I_FORM",7,0.672531009,0.327468991,0.04067139,-0.04067139,1.38665637,1.069444182,24.9065934065934
"3538","MIA","left",49.42,4.35,0.67,347.15,205,"SS",1,"CIN",74.03,6.41,4.71,0.66,340.65,220,"RB",1,1,10,29,66,"mi","SHOTGUN",7,0.724250127,0.275749873,-0.002884282,0.002884282,1.50593057,0.411630567,26.271978021978
"8615","GB","left",14.72,2.64,0.77,190.17,214,"FS",1,"BUF",80.82,7.47,2.48,0.76,242.1,254,"TE",2,1,10,20,370,"C","SINGLEBACK",6,0.916768089,0.083231911,0.002394207,-0.002394207,0.811720102,0.69527611,26.0467032967033
"6099","NO","left",14.82,5.12,0.28,182.28,248,"MLB",1,"CIN",31.72,1.46,3.82,0.16,258.29,210,"WR",2,1,10,21,397,"C","SHOTGUN",7,0.651713178,0.348286822,0.001660749,-0.001660749,4.547536657,-0.314931918,23.8241758241758
"5242","TB","left",22.22,2.27,0.22,105.35,233,"ILB",1,"ATL",59.52,1.36,1.21,0.13,333.7,300,"C",4,1,10,48,412,"mi","PISTOL",8,0.976522457,0.023477543,-0.001206891,0.001206891,3.072818943,0.440138631,NA
"3230","ATL","right",9.96,3.79,0.43,129.3,219,"ILB",1,"SEA",49.71,2.8,1.5,0.29,247.21,182,"WR",4,2,17,30,284,"C","EMPTY",4,0.245827701,0.754172299,-0.009077311,0.009077311,0.25936137,0.200254399,30.0934065934066
"2625","MIA","right",24.57,2.09,0.06,36.34,225,"ILB",1,"BUF",84.34,0.85,0.81,0.09,277.95,310,"G",3,1,10,26,35,"mi","SHOTGUN",7,0.212531105,0.787468895,0.012584023,-0.012584023,4.112251903,-0.429233059,32.1978021978022
"1221","KC","right",14.5,2.15,0.09,296.83,204,"CB",0,"LAC",96.53,1.28,3.03,0.14,275.73,210,"WR",1,3,13,24,407,"C","SHOTGUN",5,0.633220887,0.366779113,-0.000160193,0.000160193,3.148983689,-0.225706313,NA
"1469","IND","left",18.9,2.76,0.36,228.31,246,"DE",1,"JAX",91.08,2.2,4.18,0.19,222.84,220,"RB",3,1,10,20,440,"mi","I_FORM",6,0.927447367,0.072552633,-0.001336915,0.001336915,0.940977544,-0.628818456,24.1923076923077
"695","TEN","left",27.6,2.55,0.21,254.8,212,"FS",1,"NYG",88.18,2.06,3.43,0.2,268.98,233,"RB",2,1,10,9,59,"mi","SHOTGUN",5,0.891992874,0.108007126,-0.00072439,0.00072439,0.500438988,-0.086656254,25.6730769230769
"3877","DAL","left",44.83,2.3,0.3,300.97,245,"OLB",1,"WAS",57.47,1.94,0.29,0.2,266.39,295,"T",2,2,22,44,745,"C","EMPTY",5,0.698902588,0.301097412,0.018549304,-0.018549304,1.589243933,-0.440767241,23.2664835164835
"1445","WAS","right",48.27,4.93,0.55,114.97,240,"ILB",1,"DET",75.26,4.89,3.38,0.5,151.38,196,"WR",1,1,10,42,1,"C","SINGLEBACK",7,0.827335304,0.172664696,0.022987423,-0.022987423,1.927062429,1.644509252,27.6813186813187
"5453","PHI","left",46.56,4.15,0.43,324.11,191,"SS",1,"ARI",69.9,4.41,3.99,0.46,60.53,207,"QB",4,1,10,25,105,"mi","SHOTGUN",6,0.283577852,0.716422148,0.035856813,-0.035856813,1.202138753,0.418116117,25.2582417582418
"5695","WAS","left",43,0.76,0.09,244.46,192,"FS",0,"CHI",83.08,1.73,0.77,0.17,275.92,172,"WR",3,3,3,25,527,"mi","SHOTGUN",6,0.352683358,0.647316642,0.04972712,-0.04972712,0.300758819,1.875003439,25.0412087912088
"6675","DEN","left",14.05,0.8,0.01,197.36,195,"CB",0,"LAC",54.95,1.32,1.94,0.14,275.23,210,"WR",1,1,10,45,894,"mi","SINGLEBACK",6,0.655426847,0.344573153,0.027481118,-0.027481118,2.924301785,0.621077891,NA
"751","NYG","right",1.18,2.23,0.55,107.77,235,"ILB",1,"TEN",67.07,4.68,2.32,0.48,1.82,202,"RB",2,3,3,26,900,"C","SHOTGUN",5,0.76782942,0.23217058,0.037983188,-0.037983188,0.198672442,2.852760185,27.6346153846154
"4551","IND","left",16.22,7.21,0.2,179.98,230,"OLB",1,"DEN",54,3.05,2.61,0.32,79.98,300,"T",2,2,6,44,296,"mi","SHOTGUN",7,0.808116451,0.191883549,-0.02525506,0.02525506,2.656435521,-1.224433674,30.4642857142857
"6295","PIT","left",43.3,3.04,0.45,349.56,244,"ILB",1,"TB",84.19,2.41,4.47,0.26,323.35,228,"RB",1,1,10,25,900,"mi","SINGLEBACK",6,0.295461344,0.704538656,0.032006053,-0.032006053,1.298698674,-0.630920798,27.8379120879121
"546","HOU","left",35.11,1.42,0.22,259.21,230,"ILB",1,"IND",70.82,2.53,1.69,0.26,19.09,300,"G",1,2,10,30,222,"C","SHOTGUN",6,0.174623754,0.825376246,-0.013274686,0.013274686,0.983173379,1.299443489,26.3186813186813
"5355","CAR","left",28.42,4.17,0.27,262.28,212,"SS",1,"SF",60.5,2.81,3.66,0.29,20.48,194,"RB",3,1,10,36,675,"mi","I_FORM",8,0.121506734,0.878493266,-0.021402854,0.021402854,2.081615677,0.912179204,26.989010989011
"5456","PHI","left",13.12,3.73,0.26,221.68,190,"CB",1,"ARI",44.42,2.04,3.84,0.22,322.48,170,"WR",4,2,5,42,52,"C","SHOTGUN",6,0.383343086,0.616656914,0.049282029,-0.049282029,2.465251117,0.218498832,25.4340659340659
"4047","TEN","right",11.22,1.43,0.15,50.78,207,"CB",1,"IND",87.98,1.88,1.29,0.19,210.29,213,"WR",4,2,10,34,281,"C","SHOTGUN",6,0.175770611,0.824229389,0.127342992,-0.127342992,1.063461499,3.28240705,NA
"1028","GB","right",52.51,7.37,0.35,26.45,196,"CB",1,"MIN",42.7,5.89,4.27,0.61,112.62,232,"TE",1,1,10,22,894,"C","SINGLEBACK",7,0.567218881,0.432781119,0.017142892,-0.017142892,0.906151836,0.794782996,27.8956043956044
"4166","PHI","left",22.07,3.15,0.45,333.32,253,"DE",1,"JAX",66.73,0.09,0.2,0.01,7.41,240,"TE",3,2,11,27,546,"C","SHOTGUN",7,0.778895807,0.221104193,-0.048975918,0.048975918,0.564468496,1.987643687,28.1785714285714
"3123","LA","right",5.42,2.34,0.33,231.17,208,"CB",1,"ARI",103.38,4.16,1.66,0.41,289.75,233,"RB",2,1,3,3,167,"mi","WILDCAT",9,0.191259075,0.808740925,-0.016357958,0.016357958,5.91728173,-0.865600314,27.4862637362637
"9","BUF","left",11.84,3.9,0.34,186.46,250,"ILB",1,"LA",37.82,2.48,2.08,0.24,99.34,220,"WR",2,3,14,40,342,"C","EMPTY",5,0.198467821,0.801532179,0.015200226,-0.015200226,1.719236675,0.514896295,29.1401098901099
"4668","NYG","left",34.76,2.42,0.22,238.13,185,"CB",1,"GB",48.44,3.71,0.86,0.37,270.55,208,"WR",1,1,10,34,257,"mi","I_FORM",7,0.888886865,0.111113135,-0.038996033,0.038996033,4.003064056,-1.283979402,NA
"129","NO","left",12.03,3.05,0.33,142.08,242,"OLB",1,"ATL",66.59,3.94,4.42,0.4,206.92,222,"QB",4,2,4,46,123,"mi","PISTOL",7,0.852799933,0.147200067,-0.024050776,0.024050776,2.115317409,-0.797653615,28.9642857142857
"1561","TB","left",10.65,0.6,0.52,172.06,352,"DT",1,"NO",66.75,4.32,3.6,0.4,267.77,215,"RB",1,2,7,40,126,"mi","SINGLEBACK",7,0.586740639,0.413259361,-0.002733931,0.002733931,1.744091791,-0.315244716,32.8543956043956
"1825","SEA","left",23.24,0.75,0.1,220.53,220,"FS",0,"SF",74.93,0.44,1.57,0.07,326.63,299,"C",1,2,4,31,867,"mi","PISTOL",7,0.755396435,0.244603565,0.013589622,-0.013589622,1.335286523,0.757793585,30.1236263736264
"2358","CLE","right",39.73,1.34,0.02,112.45,203,"SS",1,"PIT",72.65,2.22,2.11,0.23,339.88,320,"T",1,1,10,48,517,"mi","SINGLEBACK",7,0.525277965,0.474722035,-0.013823871,0.013823871,3.090402549,0.634164251,25.2087912087912
"4673","PIT","right",47.18,1.78,0.03,19.68,290,"DE",0,"BUF",42.27,0.87,4.41,0.11,94.33,190,"RB",2,2,10,34,854,"mi","SINGLEBACK",6,0.940658483,0.059341517,-0.005987557,0.005987557,1.070924189,-1.218340516,NA
"3286","TB","left",53.7,1.54,0.29,352.91,250,"OLB",1,"GB",58.28,2.84,3.03,0.28,126.52,237,"TE",4,2,8,46,900,"C","SHOTGUN",7,0.152829669,0.847170331,-0.00469102,0.00469102,2.05519365,-0.121532371,28.5027472527473
"2189","BUF","left",44.21,3.55,0.44,345.44,190,"FS",1,"TEN",93.74,3.51,5.24,0.38,355.38,220,"RB",4,1,10,11,507,"mi","SINGLEBACK",7,0.999063833,0.000936167,-1.82e-05,1.82e-05,0.374415774,-0.01670045,NA
"7341","HOU","right",27.27,0.62,0.09,219.08,210,"FS",1,"LV",68.11,1.93,1.68,0.19,233.06,215,"WR",3,1,10,42,80,"C","I_FORM",8,0.673530422,0.326469578,0.023604136,-0.023604136,2.271347482,0.892063041,29.9313186813187
"9547","KC","right",38.65,4.25,0.59,41.3,255,"DE",1,"TEN",29.96,6.2,2.23,0.62,49.62,254,"TE",3,2,9,17,853,"C","SINGLEBACK",6,0.671756815,0.328243185,0.014483217,-0.014483217,-0.12050432,-0.693652796,28.1181318681319
"7083","NYG","right",25.54,0.38,0.21,204.2,245,"MLB",1,"JAX",77.77,0.34,0.43,0.04,144.82,200,"WR",1,1,10,42,508,"C","SHOTGUN",6,0.48618906,0.51381094,0.022176661,-0.022176661,3.40253847,0.781052148,26.0164835164835
"3179","LA","left",26.46,1.09,0.23,82.17,208,"FS",1,"ARI",72.84,2.47,1.79,0.25,15.07,170,"WR",1,3,21,27,138,"C","SHOTGUN",4,0.164060302,0.835939698,-0.000830412,0.000830412,-0.40523247,-0.15860448,25.3956043956044
"2445","NO","right",25.68,2.02,0.13,253.84,199,"SS",1,"CAR",79.88,0.31,0.82,0.1,220.32,205,"RB",1,2,10,29,45,"mi","SINGLEBACK",7,0.769362677,0.230637323,-0.015596349,0.015596349,3.794127074,-0.654914629,26.3901098901099
"6089","MIN","right",29.19,1.43,0.08,235.75,214,"SS",1,"MIA",81,4.39,2.27,0.45,86.59,210,"RB",1,1,30,44,143,"C","EMPTY",5,0.47886024,0.52113976,0.029949125,-0.029949125,2.713637167,0.966539473,26.5989010989011
"6980","DAL","right",33.64,1.98,0.37,29.93,204,"SS",1,"DET",57.27,4.88,4.26,0.48,340.49,182,"WR",3,1,5,30,594,"C","SHOTGUN",7,0.788363595,0.211636405,-0.016816257,0.016816257,1.884911101,0.985197338,28.3049450549451
"1919","HOU","left",4.87,3.94,0.46,233.48,210,"FS",1,"DEN",68.63,3.37,4.11,0.3,316.78,220,"RB",3,1,10,25,513,"mi","I_FORM",7,0.672531009,0.327468991,0.04067139,-0.04067139,1.38665637,1.069444182,NA
"6793","BAL","left",44.89,2.88,0.19,244.9,197,"CB",1,"CLE",39.92,1.88,2.68,0.2,338.61,211,"WR",4,1,10,41,618,"C","SHOTGUN",6,0.830199558,0.169800442,-0.010672964,0.010672964,3.275800362,0.689922508,28.4478021978022
"6193","NYG","left",13.02,5.71,0.65,197.84,205,"FS",1,"BAL",39.95,6.09,6.43,0.6,111.35,240,"TE",4,1,10,40,900,"C","SHOTGUN",6,0.154197406,0.845802594,-0.00889352,0.00889352,3.41189189,0.69931061,NA
"1594","CAR","left",27,1.43,0.12,30.86,212,"FS",1,"NYG",70.57,0.58,2.72,0.06,358.38,185,"WR",3,3,9,26,702,"C","SHOTGUN",7,0.235355128,0.764644872,0.047587514,-0.047587514,-0.070828415,2.421524329,27.1291208791209
"2976","WAS","left",34.14,3.64,0.07,153.3,205,"CB",1,"PHI",70.55,4.24,2.56,0.42,43.23,226,"WR",2,2,10,24,51,"C","SHOTGUN",6,0.046057371,0.953942629,-0.005096014,0.005096014,0.55260979,0.766290342,25.3241758241758
"3839","DAL","right",2.66,3.58,0.35,259.21,206,"CB",1,"WAS",67.84,1.46,0.83,0.14,69.29,182,"WR",3,3,8,27,245,"C","SHOTGUN",7,0.820025556,0.179974444,-0.083079323,0.083079323,-0.054760683,3.404177972,NA
"7852","CAR","right",16.11,3.25,0.31,154.1,250,"OLB",1,"ATL",41.9,3.17,2.67,0.33,262.23,220,"RB",2,2,4,31,162,"mi","SINGLEBACK",7,0.545186546,0.454813454,-0.016390428,0.016390428,1.311567864,-0.352577918,NA
"953","LAC","left",1.59,2.21,0.81,175.34,196,"CB",1,"LV",44.66,5.86,3.08,0.6,201.06,185,"WR",4,3,4,39,370,"C","SHOTGUN",5,0.928877261,0.071122739,-0.007813521,0.007813521,2.805875591,1.131551292,26.8159340659341
"8042","MIA","left",38.59,4.13,0.3,317.78,266,"OLB",1,"DET",82.93,3.71,4.3,0.39,211.66,213,"RB",4,2,2,20,471,"mi","SINGLEBACK",7,0.285441946,0.714558054,0.00745862,-0.00745862,1.006274563,0.412905046,27.6703296703297
"163","CAR","right",10.88,0.8,0.19,48.09,235,"ILB",0,"CLE",51.9,0.58,0.29,0.07,10.68,320,"G",3,1,10,39,810,"mi","SINGLEBACK",8,0.162503771,0.837496229,-0.006367914,0.006367914,2.23576855,0.237844054,31.0247252747253
"6082","MIA","right",22.26,2,0.16,152.43,290,"DT",1,"MIN",64.77,0.98,1.79,0.1,36.46,295,"G",4,2,8,46,174,"mi","I_FORM",8,0.002301139,0.997698861,-0.000102204,0.000102204,2.115216636,-0.6931519,NA
